week,team_id,team_name,player_id,player_name,position,slot_position,points,projected_points,season
7,7,POO,4047650,DK Metcalf,RB/WR,WR,24.0,0,2025
7,7,POO,4432773,Brian Thomas Jr.,RB/WR,WR,23.6,0,2025
7,7,POO,4360569,Jordan Mason,RB,RB,11.7,0,2025
7,7,POO,4612826,Ladd McConkey,RB/WR,BENCH,30.7,0,2025
7,7,POO,4635008,Keon Coleman,RB/WR,BENCH,2.6,0,2025
7,7,POO,4685702,Quinshon Judkins,RB,RB,30.0,0,2025
7,7,POO,4428557,Tyjae Spears,RB,BENCH,12.5,0,2025
7,7,POO,3046439,Hunter Henry,WR,BENCH,9.5,0,2025
7,7,POO,3676833,KaVontae Turpin,RB/WR,BENCH,5.2,0,2025
7,7,POO,4034949,Eddy Pineiro,WR/TE,K,29.0,0,2025
7,7,POO,3045523,Kendrick Bourne,RB/WR,BENCH,19.1,0,2025
7,7,POO,-16029,Panthers D/ST,D/ST,D/ST,16.900000000000002,0,2025
7,8,MP,4374302,Amon-Ra St. Brown,RB/WR,WR,26.8,0,2025
7,8,MP,4242335,Jonathan Taylor,RB,RB,54.39999999999999,0,2025
7,8,MP,4427366,Breece Hall,RB,RB,12.100000000000001,0,2025
7,8,MP,3040151,George Kittle,WR,IR,0.0,0,2025
7,8,MP,3916148,Tony Pollard,RB,BENCH,14.8,0,2025
7,8,MP,3916433,Jakobi Meyers,RB/WR,BENCH,5.9,0,2025
7,8,MP,3917315,Kyler Murray,TQB,BENCH,0.0,0,2025
7,8,MP,4696981,Cam Skattebo,RB,FLEX,46.9,0,2025
7,8,MP,4038941,Justin Herbert,TQB,BENCH,50.66,0,2025
7,8,MP,-16034,Texans D/ST,D/ST,BENCH,15.6,0,2025
7,8,MP,4385690,Dalton Kincaid,WR,BENCH,0.0,0,2025
7,8,MP,3953687,Brandon Aubrey,WR/TE,K,26.0,0,2025
7,8,MP,4431611,Caleb Williams,TQB,QB,24.560000000000002,0,2025
7,8,MP,4361432,Romeo Doubs,RB/WR,WR,18.2,0,2025
7,8,MP,3121023,Dallas Goedert,WR,TE,24.8,0,2025
7,8,MP,-16014,Rams D/ST,D/ST,D/ST,28.700000000000003,0,2025
7,9,KESS,4262921,Justin Jefferson,RB/WR,WR,10.4,0,2025
7,9,KESS,3054850,Alvin Kamara,RB,RB,14.5,0,2025
7,9,KESS,4241478,DeVonta Smith,RB/WR,WR,35.7,0,2025
7,9,KESS,3139477,Patrick Mahomes,TQB,QB,57.72,0,2025
7,9,KESS,3116365,Mark Andrews,WR,BENCH,4.6000000000000005,0,2025
7,9,KESS,4569987,Jaylen Warren,RB,RB,25.1,0,2025
7,9,KESS,4429205,Jordan Addison,RB/WR,FLEX,17.3,0,2025
7,9,KESS,3116165,Chris Godwin Jr.,RB/WR,BENCH,0.0,0,2025
7,9,KESS,3116385,Joe Mixon,RB,IR,0.0,0,2025
7,9,KESS,-16016,Vikings D/ST,D/ST,D/ST,2.9,0,2025
7,9,KESS,4596448,Bucky Irving,RB,BENCH,0.0,0,2025
7,9,KESS,3150744,Chase McLaughlin,WR/TE,K,12.0,0,2025
7,9,KESS,4360310,Trevor Lawrence,TQB,BENCH,36.86,0,2025
7,9,KESS,4240657,Michael Carter,RB,BENCH,12.0,0,2025
7,9,KESS,2977187,Cooper Kupp,RB/WR,BENCH,12.7,0,2025
7,9,KESS,15835,Zach Ertz,WR,TE,24.5,0,2025
7,10,ZSF,4429795,Jahmyr Gibbs,RB,RB,42.300000000000004,0,2025
7,10,ZSF,4379399,James Cook III,RB,BENCH,8.700000000000001,0,2025
7,10,ZSF,4685472,Tetairoa McMillan,RB/WR,WR,21.2,0,2025
7,10,ZSF,4685415,Travis Hunter,RB/WR,BENCH,23.6,0,2025
7,10,ZSF,3121422,Terry McLaurin,RB/WR,IR,0.0,0,2025
7,10,ZSF,4431299,Rome Odunze,RB/WR,WR,8.3,0,2025
7,10,ZSF,4239996,Travis Etienne Jr.,RB,FLEX,13.5,0,2025
7,10,ZSF,4429160,De'Von Achane,RB,RB,40.3,0,2025
7,10,ZSF,4431452,Drake Maye,TQB,QB,50.32,0,2025
7,10,ZSF,4572680,Tucker Kraft,WR,TE,25.6,0,2025
7,10,ZSF,4360248,Kyle Pitts Sr.,WR,BENCH,13.0,0,2025
7,10,ZSF,-16021,Eagles D/ST,D/ST,D/ST,7.5,0,2025
7,10,ZSF,3055899,Harrison Butker,WR/TE,K,11.0,0,2025
7,10,ZSF,4599739,Kendre Miller,RB,BENCH,4.4,0,2025
7,10,ZSF,4808766,Mason Taylor,WR,BENCH,5.3,0,2025
7,10,ZSF,4429022,Kayshon Boutte,RB/WR,BENCH,36.3,0,2025
7,11,KIRK,4430807,Bijan Robinson,RB,RB,51.0,0,2025
7,11,KIRK,3916387,Lamar Jackson,TQB,IR,0.0,0,2025
7,11,KIRK,16800,Davante Adams,RB/WR,WR,29.9,0,2025
7,11,KIRK,4568490,RJ Harvey,RB,BENCH,11.2,0,2025
7,11,KIRK,3886598,Jauan Jennings,RB/WR,BENCH,6.3,0,2025
7,11,KIRK,4431459,Tyler Warren,WR,TE,30.200000000000003,0,2025
7,11,KIRK,4426385,Zach Charbonnet,RB,BENCH,22.7,0,2025
7,11,KIRK,4258173,Nico Collins,RB/WR,WR,4.7,0,2025
7,11,KIRK,4882093,Bhayshul Tuten,RB,BENCH,6.000000000000001,0,2025
7,11,KIRK,4430737,Kyren Williams,RB,RB,23.2,0,2025
7,11,KIRK,15818,Keenan Allen,RB/WR,FLEX,28.099999999999998,0,2025
7,11,KIRK,4429096,Blake Corum,RB,BENCH,7.100000000000001,0,2025
7,11,KIRK,4373626,Tyler Allgeier,RB,BENCH,11.899999999999999,0,2025
7,11,KIRK,-16005,Browns D/ST,D/ST,D/ST,23.3,0,2025
7,11,KIRK,8439,Aaron Rodgers,TQB,QB,40.06,0,2025
7,11,KIRK,4568263,Ryan Fitzgerald,WR/TE,K,21.0,0,2025
7,12,GEMP,4890973,Ashton Jeanty,RB,RB,19.5,0,2025
7,12,GEMP,4239993,Tee Higgins,RB/WR,BENCH,27.3,0,2025
7,12,GEMP,4569618,Garrett Wilson,RB/WR,BENCH,2.8,0,2025
7,12,GEMP,4035538,David Montgomery,RB,RB,12.0,0,2025
7,12,GEMP,4428331,Rashee Rice,RB/WR,WR,19.7,0,2025
7,12,GEMP,4036133,T.J. Hockenson,WR,BENCH,7.3,0,2025
7,12,GEMP,15847,Travis Kelce,WR,TE,17.700000000000003,0,2025
7,12,GEMP,4361741,Brock Purdy,TQB,BENCH,0.0,0,2025
7,12,GEMP,4569173,Rhamondre Stevenson,RB,FLEX,17.6,0,2025
7,12,GEMP,4373678,Khalil Shakir,RB/WR,BENCH,4.800000000000001,0,2025
7,12,GEMP,2576414,Raheem Mostert,RB,BENCH,4.3,0,2025
7,12,GEMP,4686472,Marvin Mims Jr.,RB/WR,WR,21.6,0,2025
7,12,GEMP,-16026,Seahawks D/ST,D/ST,D/ST,20.799999999999997,0,2025
7,12,GEMP,3917232,Tyler Bass,WR/TE,IR,0.0,0,2025
7,12,GEMP,3917792,Daniel Jones,TQB,QB,44.7,0,2025
7,12,GEMP,2971573,Ka'imi Fairbairn,WR/TE,K,8.0,0,2025
8,1,PATS,4362628,Ja'Marr Chase,RB/WR,WR,45.2,0,2025
8,1,PATS,4259545,D'Andre Swift,RB,RB,34.4,0,2025
8,1,PATS,4683062,Xavier Worthy,RB/WR,BENCH,14.100000000000001,0,2025
8,1,PATS,4426354,George Pickens,RB/WR,WR,21.5,0,2025
8,1,PATS,4426348,Jayden Daniels,TQB,BENCH,17.740000000000002,0,2025
8,1,PATS,4241985,J.K. Dobbins,RB,FLEX,21.6,0,2025
8,1,PATS,4361579,Javonte Williams,RB,RB,35.7,0,2025
8,1,PATS,4429275,Trey Benson,RB,IR,0.0,0,2025
8,1,PATS,4426388,Jameson Williams,RB/WR,BENCH,0.0,0,2025
8,1,PATS,4429025,Quentin Johnston,RB/WR,BENCH,10.0,0,2025
8,1,PATS,4701936,Matthew Golden,RB/WR,BENCH,7.6,0,2025
8,1,PATS,2576925,Darren Waller,WR,BENCH,0.0,0,2025
8,1,PATS,4689114,Jaxson Dart,TQB,QB,47.84,0,2025
8,1,PATS,-16012,Chiefs D/ST,D/ST,D/ST,29.5,0,2025
8,1,PATS,4595342,Oronde Gadsden II,WR,TE,42.1,0,2025
8,1,PATS,4360234,Evan McPherson,WR/TE,K,25.0,0,2025
8,2,3000,4426502,Drake London,RB/WR,BENCH,6.2,0,2025
8,2,3000,3043078,Derrick Henry,RB,RB,19.1,0,2025
8,2,3000,4372016,Jaylen Waddle,RB/WR,WR,20.4,0,2025
8,2,3000,4361529,Isiah Pacheco,RB,RB,17.7,0,2025
8,2,3000,3052587,Baker Mayfield,TQB,QB,15.200000000000001,0,2025
8,2,3000,4360516,Tyrone Tracy Jr.,RB,BENCH,16.900000000000002,0,2025
8,2,3000,3128429,Courtland Sutton,RB/WR,WR,22.4,0,2025
8,2,3000,4362249,Jayden Reed,RB/WR,IR,0.0,0,2025
8,2,3000,4432577,C.J. Stroud,TQB,BENCH,35.379999999999995,0,2025
8,2,3000,4369863,Cedric Tillman,RB/WR,BENCH,0.0,0,2025
8,2,3000,4430539,Brenton Strange,WR,BENCH,0.0,0,2025
8,2,3000,3050478,Jake Elliott,WR/TE,K,13.0,0,2025
8,2,3000,4371733,Kenneth Gainwell,RB,BENCH,11.0,0,2025
8,2,3000,4429059,Woody Marks,RB,FLEX,24.1,0,2025
8,2,3000,-16011,Colts D/ST,D/ST,D/ST,14.0,0,2025
8,2,3000,4243331,Cade Otton,WR,TE,16.0,0,2025
8,3,GV,3929630,Saquon Barkley,RB,RB,36.1,0,2025
8,3,GV,3918298,Josh Allen,TQB,QB,23.22,0,2025
8,3,GV,4685382,Omarion Hampton,RB,IR,0.0,0,2025
8,3,GV,3915416,DJ Moore,RB/WR,BENCH,16.3,0,2025
8,3,GV,16737,Mike Evans,RB/WR,BENCH,0.0,0,2025
8,3,GV,3126486,Deebo Samuel,RB/WR,WR,2.7,0,2025
8,3,GV,4362238,Chase Brown,RB,RB,35.0,0,2025
8,3,GV,4035687,Michael Pittman Jr.,RB/WR,WR,36.8,0,2025
8,3,GV,4575131,Jacory Croskey-Merritt,RB,FLEX,6.2,0,2025
8,3,GV,4242355,Jake Ferguson,WR,TE,18.4,0,2025
8,3,GV,5083076,Harold Fannin Jr.,WR,BENCH,21.0,0,2025
8,3,GV,-16023,Steelers D/ST,D/ST,BENCH,-8.7,0,2025
8,3,GV,2577417,Dak Prescott,TQB,BENCH,29.88,0,2025
8,3,GV,4362081,Cameron Dicker,WR/TE,K,22.0,0,2025
8,3,GV,-16009,Packers D/ST,D/ST,D/ST,12.0,0,2025
8,3,GV,4427728,Bam Knight,RB,BENCH,7.9,0,2025
8,4,sgf,3117251,Christian McCaffrey,RB,RB,43.900000000000006,0,2025
8,4,sgf,4432708,Marvin Harrison Jr.,RB/WR,BENCH,6.800000000000001,0,2025
8,4,sgf,4430027,Sam LaPorta,WR,BENCH,3.0,0,2025
8,4,sgf,3915511,Joe Burrow,TQB,IR,0.0,0,2025
8,4,sgf,2976212,Stefon Diggs,RB/WR,WR,19.3,0,2025
8,4,sgf,4361370,Chris Olave,RB/WR,WR,34.3,0,2025
8,4,sgf,4241416,Chuba Hubbard,RB,BENCH,16.9,0,2025
8,4,sgf,-16007,Broncos D/ST,D/ST,D/ST,8.3,0,2025
8,4,sgf,4038815,Rico Dowdle,RB,RB,16.5,0,2025
8,4,sgf,3046779,Jared Goff,TQB,BENCH,10.34,0,2025
8,4,sgf,4569587,Wan'Dale Robinson,RB/WR,FLEX,18.8,0,2025
8,4,sgf,4428718,Tre Tucker,RB/WR,BENCH,5.800000000000001,0,2025
8,4,sgf,4038441,Justice Hill,RB,BENCH,0.2,0,2025
8,4,sgf,3051876,Evan Engram,WR,TE,12.3,0,2025
8,4,sgf,11252,Joe Flacco,TQB,QB,50.3,0,2025
8,4,sgf,17372,Chris Boswell,WR/TE,K,28.0,0,2025
8,5,WOOD,4047646,A.J. Brown,RB/WR,BENCH,26.1,0,2025
8,5,WOOD,4047365,Josh Jacobs,RB,RB,30.3,0,2025
8,5,WOOD,4429615,Zay Flowers,RB/WR,WR,10.600000000000001,0,2025
8,5,WOOD,3042519,Aaron Jones Sr.,RB,IR,4.0,0,2025
8,5,WOOD,4567750,Emeka Egbuka,RB/WR,FLEX,12.8,0,2025
8,5,WOOD,3123076,David Njoku,WR,TE,11.7,0,2025
8,5,WOOD,4426338,Bo Nix,TQB,QB,63.74,0,2025
8,5,WOOD,3128720,Nick Chubb,RB,RB,9.5,0,2025
8,5,WOOD,4600981,Pat Bryant,RB/WR,BENCH,12.1,0,2025
8,5,WOOD,4686361,Cam Little,WR/TE,K,1.0,0,2025
8,5,WOOD,4036378,Jordan Love,TQB,BENCH,41.66,0,2025
8,5,WOOD,4426515,Puka Nacua,RB/WR,BENCH,0.0,0,2025
8,5,WOOD,15795,DeAndre Hopkins,RB/WR,WR,1.9000000000000001,0,2025
8,5,WOOD,3895856,Christian Kirk,RB/WR,BENCH,0.0,0,2025
8,5,WOOD,-16017,Patriots D/ST,D/ST,D/ST,28.4,0,2025
8,5,WOOD,4362478,Emari Demercado,RB,BENCH,0.0,0,2025
8,6,ROUX,4567048,Kenneth Walker III,RB,BENCH,6.6000000000000005,0,2025
8,6,ROUX,4432710,TreVeyon Henderson,RB,RB,8.0,0,2025
8,6,ROUX,4430878,Jaxon Smith-Njigba,RB/WR,BENCH,22.3,0,2025
8,6,ROUX,4428209,Ricky Pearsall,RB/WR,BENCH,0.0,0,2025
8,6,ROUX,4432665,Brock Bowers,WR,IR,0.0,0,2025
8,6,ROUX,4688813,Josh Downs,RB/WR,WR,11.4,0,2025
8,6,ROUX,4040655,Darnell Mooney,RB/WR,WR,9.9,0,2025
8,6,ROUX,4241372,Hollywood Brown,RB/WR,BENCH,8.4,0,2025
8,6,ROUX,4697815,Rachaad White,RB,FLEX,13.5,0,2025
8,6,ROUX,12483,Matthew Stafford,TQB,BENCH,27.380000000000003,0,2025
8,6,ROUX,4430968,Kimani Vidal,RB,RB,24.700000000000003,0,2025
8,6,ROUX,-16003,Bears D/ST,D/ST,D/ST,11.5,0,2025
8,6,ROUX,3123052,Michael Badgley,WR/TE,K,13.0,0,2025
8,6,ROUX,4360078,Alec Pierce,RB/WR,BENCH,20.200000000000003,0,2025
8,6,ROUX,4036133,T.J. Hockenson,WR,TE,10.9,0,2025
8,6,ROUX,14012,Andy Dalton,TQB,QB,3.2999999999999994,0,2025
8,7,POO,4241389,CeeDee Lamb,RB/WR,WR,30.6,0,2025
8,7,POO,4361307,Trey McBride,WR,BENCH,24.4,0,2025
8,7,POO,4040715,Jalen Hurts,TQB,QB,49.4,0,2025
8,7,POO,4047650,DK Metcalf,RB/WR,FLEX,20.5,0,2025
8,7,POO,4432773,Brian Thomas Jr.,RB/WR,BENCH,4.6,0,2025
8,7,POO,4360569,Jordan Mason,RB,RB,12.799999999999999,0,2025
8,7,POO,4612826,Ladd McConkey,RB/WR,WR,29.0,0,2025
8,7,POO,4635008,Keon Coleman,RB/WR,BENCH,4.5,0,2025
8,7,POO,4685702,Quinshon Judkins,RB,RB,29.599999999999998,0,2025
8,7,POO,4428557,Tyjae Spears,RB,BENCH,21.200000000000003,0,2025
8,7,POO,3046439,Hunter Henry,WR,TE,12.5,0,2025
8,7,POO,4034949,Eddy Pineiro,WR/TE,K,12.0,0,2025
8,7,POO,4608686,Kyle Monangai,RB,BENCH,18.799999999999997,0,2025
8,7,POO,-16001,Falcons D/ST,D/ST,D/ST,0.8999999999999999,0,2025
8,7,POO,4431280,Troy Franklin,RB/WR,BENCH,35.3,0,2025
8,8,MP,4374302,Amon-Ra St. Brown,RB/WR,BENCH,17.6,0,2025
8,8,MP,4242335,Jonathan Taylor,RB,FLEX,69.1,0,2025
8,8,MP,4427366,Breece Hall,RB,RB,38.06,0,2025
8,8,MP,3040151,George Kittle,WR,BENCH,12.3,0,2025
8,8,MP,3916148,Tony Pollard,RB,BENCH,14.9,0,2025
8,8,MP,3916433,Jakobi Meyers,RB/WR,BENCH,0.0,0,2025
8,8,MP,4696981,Cam Skattebo,RB,RB,26.4,0,2025
8,8,MP,4038941,Justin Herbert,TQB,QB,57.18,0,2025
8,8,MP,-16034,Texans D/ST,D/ST,D/ST,20.9,0,2025
8,8,MP,4385690,Dalton Kincaid,WR,BENCH,2.8000000000000003,0,2025
8,8,MP,3953687,Brandon Aubrey,WR/TE,K,23.0,0,2025
8,8,MP,4431611,Caleb Williams,TQB,BENCH,16.48,0,2025
8,8,MP,4361432,Romeo Doubs,RB/WR,WR,18.1,0,2025
8,8,MP,3121023,Dallas Goedert,WR,TE,19.6,0,2025
8,8,MP,4608810,Tez Johnson,RB/WR,WR,20.6,0,2025
8,9,KESS,4262921,Justin Jefferson,RB/WR,WR,21.3,0,2025
8,9,KESS,3054850,Alvin Kamara,RB,RB,9.9,0,2025
8,9,KESS,4241478,DeVonta Smith,RB/WR,WR,40.2,0,2025
8,9,KESS,3139477,Patrick Mahomes,TQB,QB,49.2,0,2025
8,9,KESS,3116365,Mark Andrews,WR,TE,4.9,0,2025
8,9,KESS,4569987,Jaylen Warren,RB,RB,26.1,0,2025
8,9,KESS,4429205,Jordan Addison,RB/WR,FLEX,27.4,0,2025
8,9,KESS,3116165,Chris Godwin Jr.,RB/WR,BENCH,0.0,0,2025
8,9,KESS,3116385,Joe Mixon,RB,IR,0.0,0,2025
8,9,KESS,-16016,Vikings D/ST,D/ST,D/ST,0.8999999999999999,0,2025
8,9,KESS,4596448,Bucky Irving,RB,BENCH,0.0,0,2025
8,9,KESS,3150744,Chase McLaughlin,WR/TE,K,22.0,0,2025
8,9,KESS,4360310,Trevor Lawrence,TQB,BENCH,17.64,0,2025
8,9,KESS,4240657,Michael Carter,RB,BENCH,4.6,0,2025
8,9,KESS,2977187,Cooper Kupp,RB/WR,BENCH,1.7000000000000002,0,2025
8,9,KESS,15835,Zach Ertz,WR,BENCH,14.799999999999999,0,2025
8,10,ZSF,4429795,Jahmyr Gibbs,RB,BENCH,35.300000000000004,0,2025
8,10,ZSF,4379399,James Cook III,RB,RB,37.6,0,2025
8,10,ZSF,4685472,Tetairoa McMillan,RB/WR,WR,18.200000000000003,0,2025
8,10,ZSF,4685415,Travis Hunter,RB/WR,BENCH,20.1,0,2025
8,10,ZSF,3121422,Terry McLaurin,RB/WR,IR,12.9,0,2025
8,10,ZSF,4431299,Rome Odunze,RB/WR,WR,19.0,0,2025
8,10,ZSF,4239996,Travis Etienne Jr.,RB,BENCH,6.0,0,2025
8,10,ZSF,4429160,De'Von Achane,RB,RB,28.900000000000002,0,2025
8,10,ZSF,4431452,Drake Maye,TQB,QB,49.36,0,2025
8,10,ZSF,4572680,Tucker Kraft,WR,TE,44.1,0,2025
8,10,ZSF,4360248,Kyle Pitts Sr.,WR,FLEX,20.1,0,2025
8,10,ZSF,3055899,Harrison Butker,WR/TE,K,11.0,0,2025
8,10,ZSF,4429022,Kayshon Boutte,RB/WR,BENCH,27.5,0,2025
8,10,ZSF,4596602,Brashard Smith,RB,BENCH,11.400000000000002,0,2025
8,10,ZSF,4695404,Isaiah Davis,RB,BENCH,19.6,0,2025
8,10,ZSF,-16027,Buccaneers D/ST,D/ST,D/ST,31.6,0,2025
8,11,KIRK,4430807,Bijan Robinson,RB,RB,22.5,0,2025
8,11,KIRK,3916387,Lamar Jackson,TQB,BENCH,0.0,0,2025
8,11,KIRK,16800,Davante Adams,RB/WR,BENCH,24.0,0,2025
8,11,KIRK,4568490,RJ Harvey,RB,RB,31.3,0,2025
8,11,KIRK,3886598,Jauan Jennings,RB/WR,FLEX,11.6,0,2025
8,11,KIRK,4431459,Tyler Warren,WR,TE,22.200000000000003,0,2025
8,11,KIRK,4426385,Zach Charbonnet,RB,BENCH,18.5,0,2025
8,11,KIRK,4258173,Nico Collins,RB/WR,IR,4.7,0,2025
8,11,KIRK,4882093,Bhayshul Tuten,RB,BENCH,2.2,0,2025
8,11,KIRK,4430737,Kyren Williams,RB,BENCH,7.5,0,2025
8,11,KIRK,15818,Keenan Allen,RB/WR,WR,29.799999999999997,0,2025
8,11,KIRK,4373626,Tyler Allgeier,RB,BENCH,10.0,0,2025
8,11,KIRK,-16005,Browns D/ST,D/ST,D/ST,30.4,0,2025
8,11,KIRK,8439,Aaron Rodgers,TQB,QB,39.32,0,2025
8,11,KIRK,4568263,Ryan Fitzgerald,WR/TE,K,8.0,0,2025
8,11,KIRK,4032473,Rashid Shaheed,RB/WR,WR,16.0,0,2025
8,12,GEMP,4890973,Ashton Jeanty,RB,BENCH,3.9000000000000004,0,2025
8,12,GEMP,4239993,Tee Higgins,RB/WR,FLEX,29.5,0,2025
8,12,GEMP,4569618,Garrett Wilson,RB/WR,BENCH,0.0,0,2025
8,12,GEMP,4035538,David Montgomery,RB,BENCH,4.9,0,2025
8,12,GEMP,4428331,Rashee Rice,RB/WR,WR,40.7,0,2025
8,12,GEMP,15847,Travis Kelce,WR,TE,25.799999999999997,0,2025
8,12,GEMP,4361741,Brock Purdy,TQB,BENCH,0.0,0,2025
8,12,GEMP,4569173,Rhamondre Stevenson,RB,RB,21.200000000000003,0,2025
8,12,GEMP,4373678,Khalil Shakir,RB/WR,BENCH,17.8,0,2025
8,12,GEMP,4686472,Marvin Mims Jr.,RB/WR,WR,19.6,0,2025
8,12,GEMP,-16026,Seahawks D/ST,D/ST,D/ST,9.6,0,2025
8,12,GEMP,3917232,Tyler Bass,WR/TE,IR,0.0,0,2025
8,12,GEMP,3917792,Daniel Jones,TQB,QB,45.4,0,2025
8,12,GEMP,2971573,Ka'imi Fairbairn,WR/TE,K,22.0,0,2025
8,12,GEMP,3059915,Kareem Hunt,RB,RB,18.5,0,2025
8,12,GEMP,-16002,Bills D/ST,D/ST,BENCH,17.3,0,2025
9,1,PATS,4362628,Ja'Marr Chase,RB/WR,WR,29.200000000000003,0,2025
9,1,PATS,4259545,D'Andre Swift,RB,BENCH,14.1,0,2025
9,1,PATS,4683062,Xavier Worthy,RB/WR,FLEX,12.3,0,2025
9,1,PATS,4426354,George Pickens,RB/WR,WR,22.200000000000003,0,2025
9,1,PATS,4426348,Jayden Daniels,TQB,QB,15.220000000000002,0,2025
9,1,PATS,4241985,J.K. Dobbins,RB,RB,19.5,0,2025
9,1,PATS,4361579,Javonte Williams,RB,RB,24.200000000000003,0,2025
9,1,PATS,4429275,Trey Benson,RB,IR,0.0,0,2025
9,1,PATS,4426388,Jameson Williams,RB/WR,BENCH,14.600000000000001,0,2025
9,1,PATS,4429025,Quentin Johnston,RB/WR,BENCH,13.3,0,2025
9,1,PATS,2576925,Darren Waller,WR,BENCH,0.0,0,2025
9,1,PATS,4689114,Jaxson Dart,TQB,BENCH,46.66,0,2025
9,1,PATS,4595342,Oronde Gadsden II,WR,TE,25.5,0,2025
9,1,PATS,4360234,Evan McPherson,WR/TE,K,19.0,0,2025
9,1,PATS,4248528,Christian Watson,RB/WR,BENCH,17.3,0,2025
9,1,PATS,-16030,Jaguars D/ST,D/ST,D/ST,0.6000000000000001,0,2025
9,2,3000,4426502,Drake London,RB/WR,FLEX,34.3,0,2025
9,2,3000,3043078,Derrick Henry,RB,RB,31.700000000000003,0,2025
9,2,3000,4372016,Jaylen Waddle,RB/WR,WR,29.6,0,2025
9,2,3000,4361529,Isiah Pacheco,RB,BENCH,5.800000000000001,0,2025
9,2,3000,3052587,Baker Mayfield,TQB,BENCH,4.08,0,2025
9,2,3000,4360516,Tyrone Tracy Jr.,RB,RB,11.5,0,2025
9,2,3000,3128429,Courtland Sutton,RB/WR,WR,18.2,0,2025
9,2,3000,4362249,Jayden Reed,RB/WR,IR,0.0,0,2025
9,2,3000,4432577,C.J. Stroud,TQB,QB,26.08,0,2025
9,2,3000,4369863,Cedric Tillman,RB/WR,BENCH,0.0,0,2025
9,2,3000,4371733,Kenneth Gainwell,RB,BENCH,10.9,0,2025
9,2,3000,4429059,Woody Marks,RB,BENCH,15.8,0,2025
9,2,3000,-16011,Colts D/ST,D/ST,D/ST,12.3,0,2025
9,2,3000,4243331,Cade Otton,WR,BENCH,6.0,0,2025
9,2,3000,4569923,Andy Borregales,WR/TE,K,19.0,0,2025
9,2,3000,3046439,Hunter Henry,WR,TE,14.3,0,2025
9,3,GV,3929630,Saquon Barkley,RB,BENCH,31.4,0,2025
9,3,GV,3918298,Josh Allen,TQB,QB,52.04,0,2025
9,3,GV,4685382,Omarion Hampton,RB,IR,0.0,0,2025
9,3,GV,3915416,DJ Moore,RB/WR,FLEX,30.580000000000002,0,2025
9,3,GV,16737,Mike Evans,RB/WR,BENCH,0.0,0,2025
9,3,GV,3126486,Deebo Samuel,RB/WR,WR,10.600000000000001,0,2025
9,3,GV,4362238,Chase Brown,RB,RB,39.2,0,2025
9,3,GV,4035687,Michael Pittman Jr.,RB/WR,WR,35.5,0,2025
9,3,GV,4575131,Jacory Croskey-Merritt,RB,BENCH,7.1000000000000005,0,2025
9,3,GV,4242355,Jake Ferguson,WR,TE,5.5,0,2025
9,3,GV,5083076,Harold Fannin Jr.,WR,BENCH,15.399999999999999,0,2025
9,3,GV,2577417,Dak Prescott,TQB,BENCH,22.020000000000003,0,2025
9,3,GV,4362081,Cameron Dicker,WR/TE,K,26.0,0,2025
9,3,GV,-16009,Packers D/ST,D/ST,D/ST,8.7,0,2025
9,3,GV,4427728,Bam Knight,RB,RB,5.7,0,2025
9,3,GV,4569603,Malik Washington,RB/WR,BENCH,18.2,0,2025
9,4,sgf,3117251,Christian McCaffrey,RB,RB,40.1,0,2025
9,4,sgf,4432708,Marvin Harrison Jr.,RB/WR,WR,19.1,0,2025
9,4,sgf,4430027,Sam LaPorta,WR,TE,18.700000000000003,0,2025
9,4,sgf,3915511,Joe Burrow,TQB,IR,0.0,0,2025
9,4,sgf,2976212,Stefon Diggs,RB/WR,BENCH,20.200000000000003,0,2025
9,4,sgf,4361370,Chris Olave,RB/WR,WR,17.2,0,2025
9,4,sgf,4241416,Chuba Hubbard,RB,BENCH,12.100000000000001,0,2025
9,4,sgf,-16007,Broncos D/ST,D/ST,D/ST,11.3,0,2025
9,4,sgf,4038815,Rico Dowdle,RB,RB,33.5,0,2025
9,4,sgf,3046779,Jared Goff,TQB,QB,19.36,0,2025
9,4,sgf,4569587,Wan'Dale Robinson,RB/WR,FLEX,15.400000000000002,0,2025
9,4,sgf,4428718,Tre Tucker,RB/WR,BENCH,5.300000000000001,0,2025
9,4,sgf,4038441,Justice Hill,RB,BENCH,2.7,0,2025
9,4,sgf,3051876,Evan Engram,WR,BENCH,5.6,0,2025
9,4,sgf,11252,Joe Flacco,TQB,BENCH,59.02,0,2025
9,4,sgf,17372,Chris Boswell,WR/TE,K,30.0,0,2025
9,5,WOOD,4047646,A.J. Brown,RB/WR,BENCH,0.0,0,2025
9,5,WOOD,4047365,Josh Jacobs,RB,RB,30.000000000000004,0,2025
9,5,WOOD,4429615,Zay Flowers,RB/WR,WR,19.5,0,2025
9,5,WOOD,3042519,Aaron Jones Sr.,RB,IR,14.8,0,2025
9,5,WOOD,4567750,Emeka Egbuka,RB/WR,FLEX,5.0,0,2025
9,5,WOOD,3123076,David Njoku,WR,TE,11.7,0,2025
9,5,WOOD,4426338,Bo Nix,TQB,QB,42.3,0,2025
9,5,WOOD,3128720,Nick Chubb,RB,RB,11.3,0,2025
9,5,WOOD,4600981,Pat Bryant,RB/WR,BENCH,14.0,0,2025
9,5,WOOD,4686361,Cam Little,WR/TE,K,15.0,0,2025
9,5,WOOD,4036378,Jordan Love,TQB,BENCH,37.32,0,2025
